Column ID,Name,X,Y,Z
4378225,3C1,0.0,0.0,0.0
4378228,3C1,20.99737532808399,0.0,0.0
4378230,3C1,41.99475065616798,0.0,0.0
4378232,3C1,62.992125984251963,0.0,0.0
4378234,3C1,83.98950131233596,0.0,0.0
4378236,3C1,104.98687664041995,0.0,0.0
4378238,4C3,0.0,67.257217847769027,0.0
4378241,4C3,20.99737532808399,67.257217847769027,0.0
4378243,4C3,41.99475065616798,67.257217847769041,0.0
4378245,4C3,62.992125984251985,67.257217847769041,0.0
4378247,4C3,83.989501312335975,67.257217847769027,0.0
4378249,4C3,100.39370078740156,67.257217847769027,0.0
4378251,4C2,0.0,43.30708661417323,0.0
4378254,4C2,20.997375328083983,43.307086614173237,0.0
4378256,4C2,41.994750656167973,43.30708661417323,0.0
4378258,4C2,62.992125984251963,43.30708661417323,0.0
4378260,4C2,83.98950131233596,43.307086614173237,0.0
4378262,4C2,104.98687664041992,43.307086614173237,0.0
4378264,4C1,0.0,0.0,0.0
4378267,4C1,20.99737532808399,0.0,0.0
4378269,4C1,41.99475065616798,0.0,0.0
4378271,4C1,62.992125984251963,0.0,0.0
4378273,4C1,83.98950131233596,0.0,0.0
4378275,4C1,104.98687664041995,0.0,0.0
4378277,5C3,0.0,67.257217847769027,0.0
4378280,5C3,20.99737532808399,67.257217847769027,0.0
4378282,5C3,41.99475065616798,67.257217847769041,0.0
4378284,5C3,62.992125984251985,67.257217847769041,0.0
4378286,5C3,83.989501312335975,67.257217847769027,0.0
4378288,5C3,100.39370078740156,67.257217847769027,0.0
4378290,5C2,0.0,43.30708661417323,0.0
4378293,5C2,20.997375328083983,43.307086614173237,0.0
4378295,5C2,41.994750656167973,43.30708661417323,0.0
4378297,5C2,62.992125984251963,43.30708661417323,0.0
4378299,5C2,83.98950131233596,43.307086614173237,0.0
4378301,5C2,104.98687664041992,43.307086614173237,0.0
4378303,5C1,0.0,0.0,0.0
4378306,5C1,20.99737532808399,0.0,0.0
4378308,5C1,41.99475065616798,0.0,0.0
4378310,5C1,62.992125984251963,0.0,0.0
4378312,5C1,83.98950131233596,0.0,0.0
4378314,5C1,104.98687664041995,0.0,0.0
4378316,6C3,0.0,67.257217847769027,0.0
4378319,6C3,20.99737532808399,67.257217847769027,0.0
4378321,6C3,41.99475065616798,67.257217847769041,0.0
4378323,6C3,62.992125984251985,67.257217847769041,0.0
4378325,6C3,83.989501312335975,67.257217847769027,0.0
4378327,6C3,100.39370078740156,67.257217847769027,0.0
4378329,6C2,0.0,43.30708661417323,0.0
4378332,6C2,20.997375328083983,43.307086614173237,0.0
4378334,6C2,41.994750656167973,43.30708661417323,0.0
4378336,6C2,62.992125984251963,43.30708661417323,0.0
4378338,6C2,83.98950131233596,43.307086614173237,0.0
4378340,6C2,104.98687664041992,43.307086614173237,0.0
4378342,6C1,0.0,0.0,0.0
4378345,6C1,20.99737532808399,0.0,0.0
4378347,6C1,41.99475065616798,0.0,0.0
4378349,6C1,62.992125984251963,0.0,0.0
4378351,6C1,83.98950131233596,0.0,0.0
4378353,6C1,104.98687664041995,0.0,0.0
4378355,7C3,0.0,67.257217847769027,0.0
4378359,7C3,20.99737532808399,67.257217847769027,0.0
4378361,7C3,41.99475065616798,67.257217847769041,0.0
4378363,7C3,62.992125984251985,67.257217847769041,0.0
4378365,7C3,83.989501312335975,67.257217847769027,0.0
4378367,7C3,100.39370078740156,67.257217847769027,0.0
4378369,7C2,0.0,43.30708661417323,0.0
4378373,7C2,20.997375328083983,43.307086614173237,0.0
4378375,7C2,41.994750656167973,43.30708661417323,0.0
4378377,7C2,62.992125984251963,43.30708661417323,0.0
4378379,7C2,83.98950131233596,43.307086614173237,0.0
4378381,7C2,104.98687664041992,43.307086614173237,0.0
4378383,7C1,0.0,0.0,0.0
4378386,7C1,20.99737532808399,0.0,0.0
4378388,7C1,41.99475065616798,0.0,0.0
4378390,7C1,62.992125984251963,0.0,0.0
4378392,7C1,83.98950131233596,0.0,0.0
4378394,7C1,104.98687664041995,0.0,0.0
4468987,P150,31.505905511810994,67.257217847768985,0.0
4469123,P150,31.505905511810994,67.257217847768985,0.0
4469129,P150,31.505905511810994,67.257217847768985,0.0
4469135,P150,31.505905511810994,67.257217847768985,0.0
4469141,P150,31.505905511810994,67.257217847768985,0.0
4469147,P150,31.505905511810994,67.257217847768985,0.0
4469495,P150,31.505905511810965,50.771817585301719,0.0
4469624,P150,41.994750656167938,50.771817585301683,0.0
4490646,6C11,103.60892388451445,64.30446194225992,0.0
4490648,6C11,112.27034120734916,64.304461942257291,0.0
4490650,6C11,103.60892388451441,50.459317585304447,0.0
4490652,6C11,112.27034120734916,50.459317585301918,0.0
4490765,7C11,103.60892388451445,64.30446194225992,0.0
4490767,7C11,112.27034120734916,64.304461942257291,0.0
4490769,7C11,103.60892388451441,50.459317585304447,0.0
4490771,7C11,112.27034120734916,50.459317585301918,0.0
4500075,P150A,10.498687664041881,56.545275590551078,0.0
4500157,P150A,10.498687664037902,43.307086614171617,0.0
4500320,P150A,10.498687664037886,33.464566929132246,0.0
4500346,P150A,10.498687664037869,23.622047244092876,0.0
4500360,P150A,10.498687664037478,12.467191601048235,0.0
4500487,P150A,31.496062992125871,56.545275590551007,0.0
4500489,P150A,31.496062992121466,12.467191601048164,0.0
4500507,P150A,52.493438320209862,56.545275590550936,0.0
4500509,P150A,52.493438320205456,12.467191601048093,0.0
4500527,P150A,73.490813648293852,56.545275590550865,0.0
4500529,P150A,73.490813648289446,12.467191601048022,0.0
4500549,P150A,94.488188976377842,56.545275590550794,0.0
4500551,P150A,94.488188976373436,12.467191601047951,0.0
4500585,P150A,20.997375328083855,56.545275590551043,0.0
4500587,P150A,20.99737532807945,12.467191601048199,0.0
4500624,P150A,41.994750656167845,56.545275590550972,0.0
4500626,P150A,41.99475065616344,12.467191601048128,0.0
4500644,P150A,62.992125984251835,56.545275590550901,0.0
4500646,P150A,62.99212598424743,12.467191601048057,0.0
4500664,P150A,83.989501312335818,56.54527559055083,0.0
4500666,P150A,83.989501312331413,12.467191601047986,0.0
4500918,P150A,94.488188976373863,43.307086614171347,0.0
4500920,P150A,94.488188976373849,33.464566929131976,0.0
4500922,P150A,94.488188976373834,23.622047244092606,0.0
