Column ID,Name,X,Y,Z
4378121,1C3,0.0,67.257217847769027,0.0
4378124,1C3,20.99737532808399,67.257217847769027,0.0
4378126,1C3,41.99475065616798,67.257217847769041,0.0
4378128,1C3,62.992125984251985,67.257217847769041,0.0
4378130,1C3,83.989501312335975,67.257217847769027,0.0
4378132,1C3,100.39370078740156,67.257217847769027,0.0
4378134,1C2,0.0,43.30708661417323,0.0
4378137,1C2,20.997375328083983,43.307086614173237,0.0
4378139,1C2,41.994750656167973,43.30708661417323,0.0
4378141,1C2,62.992125984251963,43.30708661417323,0.0
4378143,1C2,83.98950131233596,43.307086614173237,0.0
4378145,1C2,104.98687664041992,43.307086614173237,0.0
4378147,1C1,0.0,0.0,0.0
4378150,1C1,20.99737532808399,0.0,0.0
4378152,1C1,41.99475065616798,0.0,0.0
4378154,1C1,62.992125984251963,0.0,0.0
4378156,1C1,83.98950131233596,0.0,0.0
4378158,1C1,104.98687664041995,0.0,0.0
4378160,2C3,0.0,67.257217847769027,0.0
4378163,2C3,20.99737532808399,67.257217847769027,0.0
4378165,2C3,41.99475065616798,67.257217847769041,0.0
4378167,2C3,62.992125984251985,67.257217847769041,0.0
4378169,2C3,83.989501312335975,67.257217847769027,0.0
4378171,2C3,100.39370078740156,67.257217847769027,0.0
4378173,2C2,0.0,43.30708661417323,0.0
4378176,2C2,20.997375328083983,43.307086614173237,0.0
4378178,2C2,41.994750656167973,43.30708661417323,0.0
4378180,2C2,62.992125984251963,43.30708661417323,0.0
4378182,2C2,83.98950131233596,43.307086614173237,0.0
4378184,2C2,104.98687664041992,43.307086614173237,0.0
4378186,2C1,0.0,0.0,0.0
4378189,2C1,20.99737532808399,0.0,0.0
4378191,2C1,41.99475065616798,0.0,0.0
4378193,2C1,62.992125984251963,0.0,0.0
4378195,2C1,83.98950131233596,0.0,0.0
4378197,2C1,104.98687664041995,0.0,0.0
4378199,3C3,0.0,67.257217847769027,0.0
4378202,3C3,20.99737532808399,67.257217847769027,0.0
4378204,3C3,41.99475065616798,67.257217847769041,0.0
4378206,3C3,62.992125984251985,67.257217847769041,0.0
4378208,3C3,83.989501312335975,67.257217847769027,0.0
4378210,3C3,100.39370078740156,67.257217847769027,0.0
4378212,3C2,0.0,43.30708661417323,0.0
4378215,3C2,20.997375328083983,43.307086614173237,0.0
4378217,3C2,41.994750656167973,43.30708661417323,0.0
4378219,3C2,62.992125984251963,43.30708661417323,0.0
4378221,3C2,83.98950131233596,43.307086614173237,0.0
4378223,3C2,104.98687664041992,43.307086614173237,0.0
