Column ID,Name,X,Y,Z,Y_converted
4378121,1C3,0.0,67.25721784776903,0.0,1295.742782152231
4378124,1C3,20.99737532808399,67.25721784776903,0.0,1295.742782152231
4378126,1C3,41.99475065616798,67.25721784776904,0.0,1295.742782152231
4378128,1C3,62.99212598425199,67.25721784776904,0.0,1295.742782152231
4378130,1C3,83.98950131233597,67.25721784776903,0.0,1295.742782152231
4378132,1C3,100.39370078740156,67.25721784776903,0.0,1295.742782152231
4378134,1C2,0.0,43.30708661417323,0.0,1319.6929133858268
4378137,1C2,20.997375328083983,43.30708661417324,0.0,1319.6929133858268
4378139,1C2,41.994750656167966,43.30708661417323,0.0,1319.6929133858268
4378141,1C2,62.99212598425196,43.30708661417323,0.0,1319.6929133858268
4378143,1C2,83.98950131233596,43.30708661417324,0.0,1319.6929133858268
4378145,1C2,104.98687664041992,43.30708661417324,0.0,1319.6929133858268
4378147,1C1,0.0,0.0,0.0,1363.0
4378150,1C1,20.99737532808399,0.0,0.0,1363.0
4378152,1C1,41.99475065616798,0.0,0.0,1363.0
4378154,1C1,62.99212598425196,0.0,0.0,1363.0
4378156,1C1,83.98950131233596,0.0,0.0,1363.0
4378158,1C1,104.98687664041996,0.0,0.0,1363.0
4378160,2C3,0.0,67.25721784776903,0.0,1295.742782152231
4378163,2C3,20.99737532808399,67.25721784776903,0.0,1295.742782152231
4378165,2C3,41.99475065616798,67.25721784776904,0.0,1295.742782152231
4378167,2C3,62.99212598425199,67.25721784776904,0.0,1295.742782152231
4378169,2C3,83.98950131233597,67.25721784776903,0.0,1295.742782152231
4378171,2C3,100.39370078740156,67.25721784776903,0.0,1295.742782152231
4378173,2C2,0.0,43.30708661417323,0.0,1319.6929133858268
4378176,2C2,20.997375328083983,43.30708661417324,0.0,1319.6929133858268
4378178,2C2,41.994750656167966,43.30708661417323,0.0,1319.6929133858268
4378180,2C2,62.99212598425196,43.30708661417323,0.0,1319.6929133858268
4378182,2C2,83.98950131233596,43.30708661417324,0.0,1319.6929133858268
4378184,2C2,104.98687664041992,43.30708661417324,0.0,1319.6929133858268
4378186,2C1,0.0,0.0,0.0,1363.0
4378189,2C1,20.99737532808399,0.0,0.0,1363.0
4378191,2C1,41.99475065616798,0.0,0.0,1363.0
4378193,2C1,62.99212598425196,0.0,0.0,1363.0
4378195,2C1,83.98950131233596,0.0,0.0,1363.0
4378197,2C1,104.98687664041996,0.0,0.0,1363.0
4378199,3C3,0.0,67.25721784776903,0.0,1295.742782152231
4378202,3C3,20.99737532808399,67.25721784776903,0.0,1295.742782152231
4378204,3C3,41.99475065616798,67.25721784776904,0.0,1295.742782152231
4378206,3C3,62.99212598425199,67.25721784776904,0.0,1295.742782152231
4378208,3C3,83.98950131233597,67.25721784776903,0.0,1295.742782152231
4378210,3C3,100.39370078740156,67.25721784776903,0.0,1295.742782152231
4378212,3C2,0.0,43.30708661417323,0.0,1319.6929133858268
4378215,3C2,20.997375328083983,43.30708661417324,0.0,1319.6929133858268
4378217,3C2,41.994750656167966,43.30708661417323,0.0,1319.6929133858268
4378219,3C2,62.99212598425196,43.30708661417323,0.0,1319.6929133858268
4378221,3C2,83.98950131233596,43.30708661417324,0.0,1319.6929133858268
4378223,3C2,104.98687664041992,43.30708661417324,0.0,1319.6929133858268
4378225,3C1,0.0,0.0,0.0,1363.0
4378228,3C1,20.99737532808399,0.0,0.0,1363.0
4378230,3C1,41.99475065616798,0.0,0.0,1363.0
4378232,3C1,62.99212598425196,0.0,0.0,1363.0
4378234,3C1,83.98950131233596,0.0,0.0,1363.0
4378236,3C1,104.98687664041996,0.0,0.0,1363.0
4378238,4C3,0.0,67.25721784776903,0.0,1295.742782152231
4378241,4C3,20.99737532808399,67.25721784776903,0.0,1295.742782152231
4378243,4C3,41.99475065616798,67.25721784776904,0.0,1295.742782152231
4378245,4C3,62.99212598425199,67.25721784776904,0.0,1295.742782152231
4378247,4C3,83.98950131233597,67.25721784776903,0.0,1295.742782152231
4378249,4C3,100.39370078740156,67.25721784776903,0.0,1295.742782152231
4378251,4C2,0.0,43.30708661417323,0.0,1319.6929133858268
4378254,4C2,20.997375328083983,43.30708661417324,0.0,1319.6929133858268
4378256,4C2,41.994750656167966,43.30708661417323,0.0,1319.6929133858268
4378258,4C2,62.99212598425196,43.30708661417323,0.0,1319.6929133858268
4378260,4C2,83.98950131233596,43.30708661417324,0.0,1319.6929133858268
4378262,4C2,104.98687664041992,43.30708661417324,0.0,1319.6929133858268
4378264,4C1,0.0,0.0,0.0,1363.0
4378267,4C1,20.99737532808399,0.0,0.0,1363.0
4378269,4C1,41.99475065616798,0.0,0.0,1363.0
4378271,4C1,62.99212598425196,0.0,0.0,1363.0
4378273,4C1,83.98950131233596,0.0,0.0,1363.0
4378275,4C1,104.98687664041996,0.0,0.0,1363.0
4378277,5C3,0.0,67.25721784776903,0.0,1295.742782152231
4378280,5C3,20.99737532808399,67.25721784776903,0.0,1295.742782152231
4378282,5C3,41.99475065616798,67.25721784776904,0.0,1295.742782152231
4378284,5C3,62.99212598425199,67.25721784776904,0.0,1295.742782152231
4378286,5C3,83.98950131233597,67.25721784776903,0.0,1295.742782152231
4378288,5C3,100.39370078740156,67.25721784776903,0.0,1295.742782152231
4378290,5C2,0.0,43.30708661417323,0.0,1319.6929133858268
4378293,5C2,20.997375328083983,43.30708661417324,0.0,1319.6929133858268
4378295,5C2,41.994750656167966,43.30708661417323,0.0,1319.6929133858268
4378297,5C2,62.99212598425196,43.30708661417323,0.0,1319.6929133858268
4378299,5C2,83.98950131233596,43.30708661417324,0.0,1319.6929133858268
4378301,5C2,104.98687664041992,43.30708661417324,0.0,1319.6929133858268
4378303,5C1,0.0,0.0,0.0,1363.0
4378306,5C1,20.99737532808399,0.0,0.0,1363.0
4378308,5C1,41.99475065616798,0.0,0.0,1363.0
4378310,5C1,62.99212598425196,0.0,0.0,1363.0
4378312,5C1,83.98950131233596,0.0,0.0,1363.0
4378314,5C1,104.98687664041996,0.0,0.0,1363.0
4378316,6C3,0.0,67.25721784776903,0.0,1295.742782152231
4378319,6C3,20.99737532808399,67.25721784776903,0.0,1295.742782152231
4378321,6C3,41.99475065616798,67.25721784776904,0.0,1295.742782152231
4378323,6C3,62.99212598425199,67.25721784776904,0.0,1295.742782152231
4378325,6C3,83.98950131233597,67.25721784776903,0.0,1295.742782152231
4378327,6C3,100.39370078740156,67.25721784776903,0.0,1295.742782152231
4378329,6C2,0.0,43.30708661417323,0.0,1319.6929133858268
4378332,6C2,20.997375328083983,43.30708661417324,0.0,1319.6929133858268
4378334,6C2,41.994750656167966,43.30708661417323,0.0,1319.6929133858268
4378336,6C2,62.99212598425196,43.30708661417323,0.0,1319.6929133858268
4378338,6C2,83.98950131233596,43.30708661417324,0.0,1319.6929133858268
4378340,6C2,104.98687664041992,43.30708661417324,0.0,1319.6929133858268
4378342,6C1,0.0,0.0,0.0,1363.0
4378345,6C1,20.99737532808399,0.0,0.0,1363.0
4378347,6C1,41.99475065616798,0.0,0.0,1363.0
4378349,6C1,62.99212598425196,0.0,0.0,1363.0
4378351,6C1,83.98950131233596,0.0,0.0,1363.0
4378353,6C1,104.98687664041996,0.0,0.0,1363.0
4378355,7C3,0.0,67.25721784776903,0.0,1295.742782152231
4378359,7C3,20.99737532808399,67.25721784776903,0.0,1295.742782152231
4378361,7C3,41.99475065616798,67.25721784776904,0.0,1295.742782152231
4378363,7C3,62.99212598425199,67.25721784776904,0.0,1295.742782152231
4378365,7C3,83.98950131233597,67.25721784776903,0.0,1295.742782152231
4378367,7C3,100.39370078740156,67.25721784776903,0.0,1295.742782152231
4378369,7C2,0.0,43.30708661417323,0.0,1319.6929133858268
4378373,7C2,20.997375328083983,43.30708661417324,0.0,1319.6929133858268
4378375,7C2,41.994750656167966,43.30708661417323,0.0,1319.6929133858268
4378377,7C2,62.99212598425196,43.30708661417323,0.0,1319.6929133858268
4378379,7C2,83.98950131233596,43.30708661417324,0.0,1319.6929133858268
4378381,7C2,104.98687664041992,43.30708661417324,0.0,1319.6929133858268
4378383,7C1,0.0,0.0,0.0,1363.0
4378386,7C1,20.99737532808399,0.0,0.0,1363.0
4378388,7C1,41.99475065616798,0.0,0.0,1363.0
4378390,7C1,62.99212598425196,0.0,0.0,1363.0
4378392,7C1,83.98950131233596,0.0,0.0,1363.0
4378394,7C1,104.98687664041996,0.0,0.0,1363.0
4468987,P150,31.505905511810997,67.25721784776898,0.0,1295.742782152231
4469123,P150,31.505905511810997,67.25721784776898,0.0,1295.742782152231
4469129,P150,31.505905511810997,67.25721784776898,0.0,1295.742782152231
4469135,P150,31.505905511810997,67.25721784776898,0.0,1295.742782152231
4469141,P150,31.505905511810997,67.25721784776898,0.0,1295.742782152231
4469147,P150,31.505905511810997,67.25721784776898,0.0,1295.742782152231
4469495,P150,31.505905511810965,50.77181758530172,0.0,1312.2281824146983
4469624,P150,41.99475065616794,50.77181758530168,0.0,1312.2281824146983
4490646,6C11,103.60892388451444,64.30446194225992,0.0,1298.6955380577401
4490648,6C11,112.27034120734916,64.30446194225729,0.0,1298.6955380577426
4490650,6C11,103.6089238845144,50.45931758530445,0.0,1312.5406824146955
4490652,6C11,112.27034120734916,50.45931758530192,0.0,1312.540682414698
4490765,7C11,103.60892388451444,64.30446194225992,0.0,1298.6955380577401
4490767,7C11,112.27034120734916,64.30446194225729,0.0,1298.6955380577426
4490769,7C11,103.6089238845144,50.45931758530445,0.0,1312.5406824146955
4490771,7C11,112.27034120734916,50.45931758530192,0.0,1312.540682414698
4500075,P150A,10.49868766404188,56.54527559055108,0.0,1306.454724409449
4500157,P150A,10.498687664037902,43.30708661417162,0.0,1319.6929133858284
4500320,P150A,10.498687664037886,33.464566929132246,0.0,1329.5354330708678
4500346,P150A,10.498687664037869,23.62204724409288,0.0,1339.377952755907
4500360,P150A,10.498687664037478,12.467191601048237,0.0,1350.5328083989518
4500487,P150A,31.49606299212587,56.54527559055101,0.0,1306.454724409449
4500489,P150A,31.496062992121463,12.467191601048164,0.0,1350.5328083989518
4500507,P150A,52.493438320209854,56.545275590550936,0.0,1306.454724409449
4500509,P150A,52.493438320205456,12.467191601048093,0.0,1350.5328083989518
4500527,P150A,73.49081364829385,56.54527559055087,0.0,1306.4547244094492
4500529,P150A,73.49081364828945,12.467191601048022,0.0,1350.532808398952
4500549,P150A,94.48818897637784,56.5452755905508,0.0,1306.4547244094492
4500551,P150A,94.48818897637344,12.467191601047952,0.0,1350.532808398952
4500585,P150A,20.99737532808385,56.54527559055104,0.0,1306.454724409449
4500587,P150A,20.99737532807945,12.4671916010482,0.0,1350.5328083989518
4500624,P150A,41.994750656167845,56.545275590550965,0.0,1306.454724409449
4500626,P150A,41.99475065616344,12.467191601048128,0.0,1350.5328083989518
4500644,P150A,62.99212598425184,56.545275590550894,0.0,1306.454724409449
